1990  1  1    5    2    1    1    6    6  003  999  999          
1990  1  2    4    2    1    1    5    5  003  999  999          
1990  1  3    8    4    2    2    5    5  003  999  999          
1990  1  4    5    4    1    2    5    5  003  999  999          
1990  1  5    6    4    1    2    5    6  003  999  999          
1990  1  6    5    3    1    2    4    5  003  999  999          
1990  1  7   12    8    1    2    4    2  001  999  999          
1990  1  8   10    6    1    1    4    3  002  999  999          
1990  1  9   18   12    1    1    5    4  002  999  999          
1990  1 10   10    6    1    1    5    4  003  999  999          
1990  1 11    4    3    1    1    4    6  003  999  999          
1990  1 12    6    3    1    1    5    6  003  999  999          
1990  1 13    6    4    1    1    4    4  003  999  999          
1990  1 14    6    4    1    1    4    2  009  999  999          
1990  1 15   12    5    1    1    5    4  002  999  999          
1990  1 16   15    8    1    1    6    5  002  999  999          
1990  1 17   10    2    1    2    5    6  002  999  999          
1990  1 18    6    1    1    1    6    5  003  999  999          
1990  1 19   10    6    2    3    4    4  006  999  999          
1990  1 20   12    8    2    3    6    4  009  999  999          
1990  1 21   25   15    2    4    5    6  008  999  999          
1990  1 22   15   12    2    4    5    4  009  999  999          
1990  1 23    6    5    2    2    5    4  006  999  999          
1990  1 24    5    3    2    2    3    3  006  999  999          
1990  1 25    4    2    1    2    3    3  006  999  999          
1990  1 26    4    3    2    2    3    4  005  999  999          
1990  1 27    2    2    1    2    3    5  004  999  999          
1990  1 28    2    2    1    2    3    5  004  999  999          
1990  1 29    3    2    1    2    3    5  004  999  999          
1990  1 30    4    1    1    2    4    6  004  999  999          
1990  1 31    4    1    1    2    4    6  004  999  999          
1990  2  1    4    2    1    3    5    5  003  999  999          
1990  2  2    4    2    1    3    5    5  003  999  999          
1990  2  3    5    2    1    3    5    6  003  999  999          
1990  2  4    4    2    1    3    5    6  003  999  999          
1990  2  5    4    1    1    3    5    6  003  999  999          
1990  2  6    4    1    1    3    5    7  004  999  999          
1990  2  7    5    1    1    4    8    8  004  999  999          
1990  2  8    5    1    1    3    5    7  004  999  999          
1990  2  9    4    1    1    3    5    5  004  999  999          
1990  2 10    5    1    1    3    5    4  004  999  999          
1990  2 11    8    4    1    3    6    2  004  999  999          
1990  2 12    7    3    1    3    6    2  004  999  999          
1990  2 13    4    2    1    2    5    2  004  999  999          
1990  2 14   10    6    1    3    8    2  004  999  999          
1990  2 15    7    3    1    2    4    2  005  999  999          
1990  2 16    6    3    1    2    4    2  005  999  999          
1990  2 17    3    1    1    1    3    4  001  999  999          
1990  2 18    6    4    1    2    5    6  001  999  999          
1990  2 19   12    8    1    2    8    6  001  999  999          
1990  2 20   12    5    3    3    8    4  002  999  999          
1990  2 21    6    5    4    4    4    3  002  999  999          
1990  2 22    5    5    5    6    4    2  003  999  999          
1990  2 23    5    4    4    5    2    2  003  999  999          
1990  2 24    8    6    6    6    4    2  009  999  999          
1990  2 25   10    6    5    5    4    3  001  999  999          
1990  2 26   12    6    3    3    5    4  001  999  999          
1990  2 27   12    8    2    3    5    4  001  999  999          
1990  2 28    8    5    2    2    5    4  001  999  999          
1990  3  1    6    3    1    1    5    6  002  999  999          
1990  3  2    6    3    1    2    5    6  002  999  999          
1990  3  3    6    2    1    2    5    5  003  999  999          
1990  3  4    5    2    1    2    4    5  003  999  999          
1990  3  5    4    1    1    2    4    5  004  999  999          
1990  3  6    3    1    1    2    4    6  004  999  999          
1990  3  7    3    1    1    2    6    8  003  999  999          
1990  3  8    5    1    1    3    6    8  003  999  999          
1990  3  9    5    1    1    3    6    7  003  999  999          
1990  3 10    4    1    1    4    5    6  004  999  999          
1990  3 11    3    1    3    4    4    5  004  999  999          
