@relation 'North Shore Oahu'

@attribute buoyHeight numeric
@attribute buoyPeriod numeric
@attribute buoyDirection numeric
@attribute ww3Height numeric
@attribute ww3Period numeric
@attribute ww3Direction numeric
@attribute visualObservation numeric

@data
0.9,11.11,317,2.06,11.02,317.669983,4
0.97,11.76,338,2.06,11.02,317.669983,4
0.93,11.11,318,2.06,11.02,317.669983,4
1.02,11.76,333,2.06,11.02,317.669983,4
0.93,11.11,325,2.06,11.02,317.669983,4
0.96,10.53,322,2.06,11.02,317.669983,4
1,11.11,321,2.06,11.02,317.669983,4
1,11.11,321,2.06,11.02,317.669983,4
0.95,10.53,324,2.06,11.02,317.669983,4
0.94,11.76,338,2.06,11.02,317.669983,4
0.91,11.76,335,2.06,11.02,317.669983,4
0.94,11.11,311,2.06,11.02,317.669983,4
0.86,11.76,324,2.06,11.02,317.669983,4
0.88,11.11,314,2.06,11.02,317.669983,4
0.92,11.76,324,2.06,11.02,317.669983,4
0.93,11.11,310,2.06,11.02,317.669983,4
1,11.76,326,2.06,11.02,317.669983,4
1,8.33,38,2.29,13.07,303.470001,14
0.97,13.33,305,2.29,13.07,303.470001,14
1.03,14.29,305,2.29,13.07,303.470001,14
1.04,16.67,319,2.29,13.07,303.470001,14
0.96,10.53,318,2.29,13.07,303.470001,14
0.98,13.33,307,2.29,13.07,303.470001,14
1.03,13.33,308,2.29,13.07,303.470001,14
1.05,14.29,315,2.29,13.07,303.470001,14
0.95,14.29,307,2.29,13.07,303.470001,14
1.07,15.38,310,2.29,13.07,303.470001,14
1.08,13.33,305,2.29,13.07,303.470001,14
1.08,16.67,315,2.29,13.07,303.470001,14
1.12,15.38,307,2.29,13.07,303.470001,14
1.19,14.29,301,2.29,13.07,303.470001,14
3.08,16.67,311,2.29,13.07,303.470001,14
2.53,16.67,310,2.29,13.07,303.470001,14
2.98,16.67,310,2.29,13.07,303.470001,14
2.47,16.67,301,2.29,13.07,303.470001,14
2.87,15.38,315,2.29,13.07,303.470001,14
2.41,16.67,319,2.29,13.07,303.470001,14
2.3,15.38,317,2.29,13.07,303.470001,14
2.81,16.67,317,2.29,13.07,303.470001,14
2.22,15.38,319,2.29,13.07,303.470001,14
2.26,14.29,317,2.29,13.07,303.470001,14
2.48,15.38,318,2.29,13.07,303.470001,14
2.26,15.38,317,2.29,13.07,303.470001,14
2.37,15.38,319,2.29,13.07,303.470001,14
2.18,14.29,308,2.29,13.07,303.470001,14
2.34,15.38,311,3.37,14.8,307.889984,8
2.08,13.33,307,3.37,14.8,307.889984,8
2.14,14.29,310,3.37,14.8,307.889984,8
2.15,15.38,314,3.37,14.8,307.889984,8
2,15.38,312,3.37,14.8,307.889984,8
2.28,15.38,311,3.37,14.8,307.889984,8
2.17,14.29,304,3.37,14.8,307.889984,8
2.06,14.29,315,3.37,14.8,307.889984,8
2.14,13.33,301,3.37,14.8,307.889984,8
2,15.38,305,3.37,14.8,307.889984,8
2.15,13.33,308,3.37,14.8,307.889984,8
2.09,14.29,308,3.37,14.8,307.889984,8
1.97,15.38,312,3.37,14.8,307.889984,8
2.24,15.38,310,3.37,14.8,307.889984,8
1.7,13.33,311,3.37,14.8,307.889984,8
1.66,14.29,311,3.37,14.8,307.889984,8
1.81,14.29,295,3.37,14.8,307.889984,8
1.69,12.5,298,3.37,14.8,307.889984,8
1.82,12.5,308,3.37,14.8,307.889984,8
1.68,13.33,303,3.37,14.8,307.889984,8
1.58,14.29,308,3.37,14.8,307.889984,8
1.58,13.33,303,3.37,14.8,307.889984,8
1.53,13.33,310,3.37,14.8,307.889984,8
1.52,14.29,310,3.37,14.8,307.889984,8
1.54,13.33,319,3.37,14.8,307.889984,8
1.39,13.33,304,3.37,14.8,307.889984,8
1.46,14.29,294,3.37,14.8,307.889984,8
1.61,14.29,287,3.37,14.8,307.889984,8
1.79,14.29,298,2.84,13.38,300.779999,8
1.68,13.33,304,2.84,13.38,300.779999,8
1.81,14.29,290,2.84,13.38,300.779999,8
1.75,14.29,294,2.84,13.38,300.779999,8
1.6,12.5,312,2.84,13.38,300.779999,8
1.77,13.33,295,2.84,13.38,300.779999,8
1.75,13.33,303,2.84,13.38,300.779999,8
1.75,14.29,288,2.84,13.38,300.779999,8
1.75,13.33,300,2.84,13.38,300.779999,8
1.75,12.5,300,2.84,13.38,300.779999,8
1.89,13.33,295,2.84,13.38,300.779999,8
1.85,13.33,284,2.84,13.38,300.779999,8
1.94,13.33,298,2.84,13.38,300.779999,8
1.83,13.33,300,2.84,13.38,300.779999,8
2.06,13.33,304,2.84,13.38,300.779999,8
