@relation NoDirectionStrategy

@attribute buoyHeight numeric
@attribute buoyPeriod numeric
@attribute buoyDirection numeric
@attribute ww3Height numeric
@attribute ww3Period numeric
@attribute ww3Direction numeric
@attribute visualObservation numeric

@data
1.86,14.29,304,1.74,13.549999,265.23999,3.6576
1.62,13.33,311,2.19,12.679999,296.829987,3.048
1.83,11.76,352,2.61,15.099999,192.309998,2.4384
1.91,15.38,314,2.15,9.28,10.589999,4.8768
2.05,15.38,311,2.08,9.08,31.679998,3.048
1.74,11.76,315,2.1,8.42,75.650002,1.8288
1.59,9.88,326,2.07,8.389999,80.009995,0.6096
1.41,7.69,30,1.95,8.099999,89.759995,0.6096
1.37,6.67,42,2.1,8.16,96.359993,0.6096
1.31,8.33,41,2.01,8.2,96.809998,0.6096
1.13,11.76,321,1.95,8.18,94.93,1.2192
1.43,8.33,6,1.82,7.69,78.739998,1.2192
1.44,7.14,30,1.86,7.52,76.259995,1.2192
1.54,7.69,27,2.03,6.73,76.290001,1.2192
1.45,7.69,37,2,7.07,71.529999,0.6096
1.48,7.69,33,1.93,7.14,70.199997,0.6096
1.54,8.33,31,2.03,7.349999,70.159996,0.6096
1.48,9.09,48,2.02,7.76,72.349998,0.6096
1.55,9.09,44,1.91,7.94,77.439995,1.2192
1.51,9.88,13,1.94,8.129999,77.939995,2.4384
1.59,12.5,318,2.12,11.16,319.309998,2.4384
1.45,11.76,336,2.08,10.98,318.22998,1.8288
1.28,9.09,3,1.73,9,335.720001,1.8288
1.29,9.09,349,1.87,9.940001,310.420013,1.2192
1.28,9.88,352,1.73,9.8,198.099991,3.048
1.27,13.33,312,1.67,13.23,267.069977,2.4384
1.27,11.76,318,1.61,10.9,296.169983,1.8288
1.27,9.88,4,1.6,8.639999,13.21,2.4384
1.74,16.67,340,1.53,7.72,60.73,6.096
2.36,15.38,348,1.59,7.65,66.370003,4.8768
2.2,13.33,345,1.9,12.33,340.189972,3.048
1.36,10.53,356,1.46,10.29,345.5,2.4384
1.06,9.88,340,1.32,8.94,349.519989,1.8288
1.34,12.5,345,1.04,7.12,54.309998,3.048
1.66,11.11,332,1.26,10.79,334.640015,2.4384
1.51,10.53,339,1.57,9.86,336.679993,1.8288
1.11,9.88,338,1.51,16.32,195.229996,1.2192
0.86,8.33,350,1.45,14.58,195.160004,0.6096
0.74,10.53,38,1.29,12.98,194.889999,0.6096
0.81,3.03,54,1.22,14.53,194.499985,0.6096
1.53,6.67,42,1.78,5.92,62.779999,0.6096
1.74,7.14,41,1.97,6.38,62.129997,0.6096
1.69,7.14,42,1.99,6.41,62.989998,0.6096
1.21,7.69,45,1.7,6.62,59.25,0.6096
1.1,7.14,44,1.44,5.97,68.699997,0.6096
1.04,6.25,49,1.3,5.63,75.809998,0.6096
1.06,5.88,48,1.46,5.23,75.569992,0.6096
1.36,16.67,250,1.73,6.13,93.689995,0.6096
1.43,7.14,38,1.77,6.18,93.220001,0.6096
1.29,6.67,47,2.04,13.57,193.369995,0.6096
1.21,7.14,48,1.81,6.929999,87.799995,0.6096
1.2,6.25,47,1.75,6.7,93.949997,0.6096
1.18,6.67,48,1.72,6.52,82.809998,0.6096
1.16,7.69,49,1.66,6.67,87.620003,0.6096
1.23,8.33,51,1.72,7.24,81.749992,0.6096
1.2,7.69,51,1.66,6.94,82.029999,1.2192
1.15,7.69,45,1.66,6.86,81.599998,1.2192
1.46,7.69,31,1.85,5.81,78.189995,1.2192
1.35,7.69,38,1.83,7.49,48.919998,0.6096
1.7,7.69,45,1.95,6.42,72.839996,0.6096
1.67,7.69,45,1.93,6.46,72.449997,0.6096
1.35,6.67,35,1.7,6.33,65.529999,0.6096
1.25,7.14,38,1.6,6.14,59.189999,0.6096
1.28,7.14,28,1.67,13.450001,185.220001,0.6096
1.03,7.14,34,1.61,12.33,186.429993,0.6096
1.02,5.56,51,1.46,11.86,182.240005,0.6096
1.34,7.14,21,1.71,5.88,71.270004,0.6096
2.05,8.33,37,2.11,6.99,65.589996,1.2192
2.03,8.33,40,2.12,7.01,66.659996,1.2192
1.61,7.69,44,2.04,6.96,64.589996,1.2192
1.62,10.53,325,1.72,12.02,321.73999,3.048
1.77,9.88,332,2,10.15,316.139984,3.048
3.63,13.33,338,2.58,11.85,342.98999,7.3152
3.3,11.76,340,2.51,11.690001,341.130005,6.096
2.35,10.53,338,2.03,11.15,343.399994,6.096
2.02,15.38,317,2.25,14.61,310.289978,3.6576
1.64,11.11,328,2,12.13,309.009979,3.048
1.56,9.09,355,2,5.76,88.229996,2.4384
1.72,7.69,49,2.05,6.41,90.599998,1.8288
1.77,10.53,3,2.17,7.12,92.279999,1.8288
1.58,9.88,6,2.16,7.25,91.799995,1.2192
1.44,9.09,33,2.22,7.61,89.169998,1.8288
2.15,12.5,312,2.43,7.99,77.360001,4.2672
2.23,12.5,317,2.69,8.1,71.440002,4.2672
1.77,12.5,319,2.66,8.309999,69.969994,3.048
1.36,11.76,319,2.11,7.72,83.859993,2.4384
1.21,12.5,324,1.86,7.48,85.980003,1.8288
2.21,11.11,24,2.14,5.94,95.039993,3.048
2.35,11.11,18,3.08,7.37,91.459999,2.4384
2.31,10.53,33,3.24,8.77,85.360001,2.4384
2.11,10.53,33,3.16,8.959999,83.580002,2.4384
1.91,11.76,30,2.91,9.3,85.669998,1.8288
1.85,6.25,37,2.76,9.28,79.330002,1.8288
1.94,8.33,20,2.89,7.69,81.419998,1.8288
1.92,8.33,31,2.86,8.16,78.899994,1.8288
1.64,9.09,23,2.82,8.309999,83.440002,1.8288
1.52,9.09,42,2.48,9.049999,94.269997,1.8288
4.35,11.76,348,3.75,8.25,53.260002,4.8768
4.37,10.53,9,4.01,8.65,51.709995,6.096
4.82,15.38,25,5.63,14.3,34.989998,9.144
4.52,11.11,27,5.68,14.610001,34.969997,7.3152
3.79,13.33,24,4.64,13.28,33.299999,4.2672
3.03,12.5,18,3.83,11.71,30.209999,3.048
2.9,13.33,30,3.65,12.32,29.189999,4.2672
2.86,13.33,18,3.57,12.21,31.809999,3.6576
2.62,12.5,34,2.9,11.53,38.109997,2.4384
4.56,12.5,357,3.14,12.94,358.949982,9.144
5.16,13.33,3,3.43,12.65,9,7.3152
4.22,12.5,2,3.68,11.52,20.469999,4.8768
2.62,11.76,16,3.17,8.709999,78.970001,1.8288
3.89,11.76,3,3.17,9.599999,11.43,6.096
3.8,11.76,4,3.37,10.299999,5.35,6.096
2.67,11.11,13,3.36,11.03,6.72,3.048
2.81,14.29,338,3.23,14.039999,340.820007,6.096
3.22,14.29,345,2.56,12.09,336.600006,6.096
2.78,13.33,353,2.54,12.049999,339.5,3.6576
2.51,12.5,355,2.35,11.54,347.339996,3.6576
2.9,15.38,324,2.72,6.74,74.43,3.6576
2.84,8.33,23,3.19,7.61,70.940002,3.6576
2.67,13.33,339,3.37,8.07,84.769997,7.3152
2.66,15.38,318,3.38,14.27,323.209991,7.3152
2.71,14.29,318,3.15,13.309999,318.199982,5.4864
2.24,13.33,324,3.1,12.99,315.860016,3.048
1.83,12.5,318,2.58,11.98,309.279968,3.048
2.02,18.18,342,2.79,13.3,321.330017,5.4864
5.04,14.29,335,3.92,12.99,330.809998,9.144
4.25,14.29,324,3.98,12.29,328.410004,6.096
3.9,13.33,11,3.36,10.809999,337.160004,4.8768
3.21,14.29,24,2.44,9.8,352.980011,5.4864
3.21,16.67,325,2.8,15.45,323.630005,9.144
3.34,14.29,326,3.41,13.43,327.029999,7.3152
3.22,14.29,318,3.15,12.969999,324.769989,4.8768
1.94,11.76,321,2.33,11.82,312.079987,3.6576
1.94,16.67,298,2.62,14.559999,300.829987,3.048
1.71,14.29,317,2.63,13.509999,296.899994,2.4384
1.46,13.33,308,2.24,12.28,296.009979,1.8288
1.52,14.29,317,2.19,11.849999,301.059967,3.048
2.39,12.5,317,2.63,9.440001,8.2,3.048
2.2,12.5,319,2.51,9.219999,46.789997,3.048
1.91,13.33,312,3.02,13.2,313.099976,4.2672
