1980  1  1   15  999    3            999  999  999  999
1980  1  2    7  999    3            999  999  999  999
1980  1  3    4  999    2            999  999  999  999
1980  1  4    7  999    2            999  999  999  999
1980  1  5   10  999    3            999  999  999  999
1980  1  6   10  999    3            999  999  999  999
1980  1  7    8  999    3            999  999  999  999
1980  1  8    5  999    5            999  999  999  999
1980  1  9    8  999    4            999  999  999  999
1980  1 10    7  999    4            999  999  999  999
1980  1 11    8  999    4            999  999  999  999
1980  1 12   15  999    4            999  999  999  999
1980  1 13   10  999    3            999  999  999  999
1980  1 14    6  999    3            999  999  999  999
1980  1 15    8  999    3            999  999  999  999
1980  1 16   15  999    4            999  999  999  999
1980  1 17    7  999    3            999  999  999  999
1980  1 18   10  999    3            999  999  999  999
1980  1 19   25  999    3            999  999  999  999
1980  1 20    8  999    3            999  999  999  999
1980  1 21    8  999    3            999  999  999  999
1980  1 22   15  999    3            999  999  999  999
1980  1 23   10  999    3            999  999  999  999
1980  1 24    7  999    4            999  999  999  999
1980  1 25    6  999    4            999  999  999  999
1980  1 26    5  999    3            999  999  999  999
1980  1 27    5  999    3            999  999  999  999
1980  1 28    4  999    2            999  999  999  999
1980  1 29    5  999    2            999  999  999  999
1980  1 30   18  999    4            999  999  999  999
1980  1 31    8  999    3            999  999  999  999
1980  2  1   15  999    3            999  999  999  999
1980  2  2    8  999    3            999  999  999  999
1980  2  3   10  999    3            999  999  999  999
1980  2  4    7  999    2            999  999  999  999
1980  2  5   18  999    1            999  999  999  999
1980  2  6   10  999    3            999  999  999  999
1980  2  7   10  999    3            999  999  999  999
1980  2  8    8  999    3            999  999  999  999
1980  2  9   20  999    3            999  999  999  999
1980  2 10   15  999    3            999  999  999  999
1980  2 11   15  999    3            999  999  999  999
1980  2 12   10  999    2            999  999  999  999
1980  2 13   16  999    3            999  999  999  999
1980  2 14    8  999    2            999  999  999  999
1980  2 15    7  999    3            999  999  999  999
1980  2 16   15  999    4            999  999  999  999
1980  2 17   20  999    3            999  999  999  999
1980  2 18   10  999    3            999  999  999  999
1980  2 19    8  999    3            999  999  999  999
1980  2 20    7  999    2            999  999  999  999
1980  2 21    8  999    3            999  999  999  999
1980  2 22    8  999    3            999  999  999  999
1980  2 23    8  999    3            999  999  999  999
1980  2 24    8  999    3            999  999  999  999
1980  2 25    8  999    3            999  999  999  999
1980  2 26   10  999    3            999  999  999  999
1980  2 27   10  999    3            999  999  999  999
1980  2 28    5  999    2            999  999  999  999
1980  2 29   10  999    2            999  999  999  999
1980  3  1    8  999    3            999  999  999  999
1980  3  2    7  999    2            999  999  999  999
1980  3  3    6  999    3            999  999  999  999
1980  3  4    7  999    3            999  999  999  999
1980  3  5    6  999    3            999  999  999  999
1980  3  6    5  999    3            999  999  999  999
1980  3  7    5  999    2            999  999  999  999
1980  3  8    4  999    2            999  999  999  999
1980  3  9    5  999    2            999  999  999  999
1980  3 10    4  999    2            999  999  999  999
1980  3 11    3  999    3            999  999  999  999
1980  3 12    2  999    3            999  999  999  999
1980  3 13    2  999    3            999  999  999  999
1980  3 14    3  999    3            999  999  999  999
1980  3 15    7  999    3            999  999  999  999
1980  3 16    7  999    2            999  999  999  999
1980  3 17    4  999    3            999  999  999  999
1980  3 18    4  999    2            999  999  999  999
1980  3 19    5  999    3            999  999  999  999
1980  3 20    8  999    3            999  999  999  999
1980  3 21   10  999    4            999  999  999  999
1980  3 22    8  999    3            999  999  999  999
1980  3 23    5  999    3            999  999  999  999
1980  3 24    4  999    3            999  999  999  999
1980  3 25    4  999    2            999  999  999  999
1980  3 26    4  999    2            999  999  999  999
1980  3 27    8  999    3            999  999  999  999
1980  3 28    6  999    3            999  999  999  999
1980  3 29    5  999    3            999  999  999  999
1980  3 30    3  999    3            999  999  999  999
1980  3 31   10  999    3            999  999  999  999
1980  4  1   10  999    3            999  999  999  999
1980  4  2    6  999    2            999  999  999  999
1980  4  3    4  999    2            999  999  999  999
1980  4  4    8  999    3            999  999  999  999
1980  4  5    7  999    3            999  999  999  999
1980  4  6    6  999    3            999  999  999  999
1980  4  7    5  999    2            999  999  999  999
1980  4  8    5  999    2            999  999  999  999
1980  4  9    8  999    2            999  999  999  999
