2002  1  1   18   10    1    4    3    2   17   15  999
2002  1  2   12    6    1    2    3    4   11   15  999
2002  1  3   10    5    1    3    3    3   14   15  999
2002  1  4   17   10    1    2    3    2   17   15  999
2002  1  5    9    4    1    2    3    4   11   15  999
2002  1  6   20   12    2    3    5    3    2   14  999
2002  1  7   27   15    3    6    4    3    6   14  999
2002  1  8   14    7    2    3    3    4   10   15  999
2002  1  9   15   10    2    3    4    4   11   14  999
2002  1 10   15    9    2    3    4    4    3   15  999
2002  1 11    8    4    1    2    3    3    7   15  999
2002  1 12    5    2    1    1    3    3    6   15  999
2002  1 13    3    1    1    1    2    3    5   16  999
2002  1 14    4    2    1    1    2    3    6   14  999
2002  1 15   14    8    2    3    3    4    5   14  999
2002  1 16    8    5    2    3    3    5    4   14  999
2002  1 17    8    4    2    4    5    6    4   14  999
2002  1 18    6    3    2    4    7    7    4   14  999
2002  1 19    6    2    1    4    8    7    4    4  999
2002  1 20    6    1    1    4    8    6    4    4  999
2002  1 21    5    1    1    4    8    4    4    4  999
2002  1 22    4    1    1    3    6    3    6    4  999
2002  1 23    4    1    1    3    6    2   17    4  999
2002  1 24    3    1    1    3    4    3    5    4  999
2002  1 25    4    2    1    3    4    4    4   16  999
2002  1 26    4    1    1    2    4    3    5   16  999
2002  1 27    8    1    1    2    6    3    5    2  999
2002  1 28    6    1    1    2    5    3    7    2  999
2002  1 29    4    1    2    4    6    5    5    4  999
2002  1 30    4    1    2    4    6    4    6    5  999
2002  1 31    6    3    2    3    5    5    5   16    5
2002  2  1    8    4    2    3    5    4    5   14    5
2002  2  2    7    3    2    3    4    3    5   15    5
2002  2  3    6    2    1    2    3    2   17   15  999
2002  2  4    6    3    1    2    4    4    2   15  999
2002  2  5    9    5    1    2    4    4    4   15  999
2002  2  6   10    6    1    2    4    3    5   15  999
2002  2  7    6    3    1    2    4    3    9   16  999
2002  2  8    6    3    2    2    4    5   16   16  999
2002  2  9   15    6    2    2   10    7    2    1  999
2002  2 10   10    4    2    2    8    6    3    1  999
2002  2 11    6    3    1    2    6    5    3    2  999
2002  2 12   12    6    3    3    6    4    3   14   10
2002  2 13    7    4    2    3    6    4    4   15   10
2002  2 14    8    4    2    3    4    4    5   14  999
2002  2 15   10    5    1    2    4    5    4   15  999
2002  2 16    4    2    1    2    3    4    4    1  999
2002  2 17    2    1    1    2    3    4    4    3  999
2002  2 18    3    1    1    2    2    2   17   14  999
2002  2 19    4    1    1    2    2    2   17   14  999
2002  2 20   10    5    2    3    4    5    2   15   10
2002  2 21   10    6    1    2    4    4    4   16  999
2002  2 22    5    3    1    2    2    3    5    1  999
2002  2 23    6    3    2    2    2    3    5   14  999
2002  2 24   12    6    1    2    3    5    3   15  999
2002  2 25    6    4    1    2    4    5    3   15  999
2002  2 26    4    2    1    3    5    5    4   16  999
2002  2 27    3    2    1    2    4    4    3   16  999
2002  2 28    5    2    1    2    3    4    2   15  999
2002  3  1    3    2    1    2    2    3    2   15  999
2002  3  2    4    3    3    2    2    4    2   15  999
2002  3  3    5    2    2    2    3    4    3   16  999
2002  3  4    4    2    1    2    3    4    4    1  999
2002  3  5    4    1    1    2    4    5    5    1  999
2002  3  6    3    1    1    2    3    4    4    2  999
2002  3  7    3    1    1    2    2    4    5   15  999
2002  3  8    4    2    1    2    2    2   17   15  999
2002  3  9    4    2    1    2    2    4    5   15  999
2002  3 10    8    2    1    2    4    3    6   16  999
2002  3 11    5    3    3    3    3    4    5   15   10
2002  3 12    9    5    3    3    3    2   17   15   10
2002  3 13    7    3    3    3    3    2   17   15   10
2002  3 14    4    2    3    4    3    3    5   16    9
2002  3 15    3    2    2    2    2    3    5   15  999
2002  3 16    5    3    2    2    5    5    2    1  999
2002  3 17    5    3    2    2    7    5    2    2  999
2002  3 18    4    1    1    2    4    4    3    2  999
2002  3 19    5    2    2    2    4    5    4    2  999
2002  3 20    4    2    2    2    5    5    4    2  999
2002  3 21    5    1    2    3    4    4    4    2    9
2002  3 22    4    3    2    3    4    3    4   15    9
2002  3 23    2    2    2    2    3    3    4   15  999
2002  3 24    7    3    2    3    2    3    6   14  999
2002  3 25    6    3    3    3    3    3    6   14    9
2002  3 26    4    2    2    2    3    3    6   15    9
2002  3 27    3    2    1    2    2    3    6   15    9
2002  3 28    2    1    2    2    2    3    6  999  999
2002  3 29    1    1    2    2    2    5   11  999  999
2002  3 30    8    4    2    2    4    3   13   15  999
2002  3 31   17    8    2    2    5    3   15   16  999
2002  4  1   14    6    3    3    6    3   15   16    9
2002  4  2   12    5    3    4    4    3    1   16    9
2002  4  3    7    4    3    4    3    3    4   16    9
2002  4  4    4    2    3    4    3    3    5   16    9
2002  4  5    3    2    2    3    2    2   17    1    8
2002  4  6    6    4    1    2    1    3   11   14  999
2002  4  7    5    3    1    2    1    3   13   15  999
2002  4  8    6    3    3    3    3    2   17   16   10
2002  4  9    5    4    4    5    2    3   11   16   10
2002  4 10    4    5    5    6    2    2    9   14   10
2002  4 11    3    3    3    4    1    2    7   14   10
2002  4 12    4    4    2    2    1    3    6   14    9
2002  4 13    5    4    2    2    1    3    6   14  999
2002  4 14    3    2    2    2    1    3    6   15  999
2002  4 15    4    2    2    2    3    3    6   16  999
2002  4 16    3    3    3    3    3    4    5   16    9
2002  4 17    2    3    3    3    3    4    5  999    9
2002  4 18    3    3    3    4    3    2   17   16    9
2002  4 19    1    2    3    3    3    2   11  999    9
2002  4 20    6    4    2    3    3    3    6   15    9
2002  4 21    6    4    1    2    3    4    5   15  999
2002  4 22    5    3    3    4    3    4    5   16   10
2002  4 23    2    2    3    4    3    4    5  999   10
2002  4 24    1    2    3    4    3    4    5  999   10
2002  4 25    1    3    4    5    3    4    6  999   10
2002  4 26    1    6    7    7    3    3    6  999    9
2002  4 27    1    6    6    6    2    4    5  999    9
2002  4 28    2    4    4    5    2    4    6  999    9
2002  4 29    2    7    7    8    3    5    6  999    9
2002  4 30    4    6    6    7    3    4    6   15    9
2002  5  1    2    3    4    4    3    4    6  999    9
2002  5  2    2    2    2    3    2    4    6  999  999
2002  5  3    2    2    2    3    3    4    5  999  999
2002  5  4    2    2    2    3    3    3    6  999  999
2002  5  5    3    3    3    3    3    5    5   15   10
2002  5  6    2    2    3    3    4    5    5  999   10
2002  5  7    2    2    3    3    4    4    5  999   10
2002  5  8    1    1    2    3    3    4    4  999  999
2002  5  9    1    2    3    3    3    4    4  999   10
2002  5 10    1    3    3    4    3    4    5  999   10
2002  5 11    2    6    6    7    3    3    5  999    9
2002  5 12    2    6    7    8    3    3    7  999    9
2002  5 13    2    4    5    6    2    3    7  999    9
2002  5 14    2    3    4    5    3    4    6  999    9
2002  5 15    4    3    3    4    3    4    5   15   10
2002  5 16    4    3    3    4    3    4    5   16   10
2002  5 17    3    2    2    3    3    4    5   16    9
2002  5 18    1    1    1    2    3    4    5  999  999
2002  5 19    1    1    1    2    3    4    5  999  999
2002  5 20    1    1    1    2    3    4    6  999  999
2002  5 21    2    1    2    2    2    2   17    2    9
2002  5 22    2    1    2    3    2    2   17    2    9
2002  5 23    2    1    2    3    2    3    5   16    9
2002  5 24    2    1    2    3    2    3    5    1    9
2002  5 25    3    1    2    3    1    2   17   14    9
2002  5 26    3    3    4    4    1    2   17   15    9
2002  5 27    2    3    4    4    1    2   17   15    9
2002  5 28    1    2    3    3    1    2   17  999    9
2002  5 29    7    3    2    2    1    3    5   15  999
2002  5 30    7    3    2    2    1    4    5   16  999
2002  5 31    3    2    2    2    2    4    5   16   10
2002  6  1    1    2    3    4    2    3    5  999   10
2002  6  2    1    5    4    5    2    3    5  999   10
2002  6  3    1    4    3    4    3    3    5  999   10
2002  6  4    2    1    3    4    3    4    5   16  999
2002  6  5    2    1    2    3    2    4    5   16  999
2002  6  6    1    1    2    3    2    3    5  999  999
2002  6  7    1    2    2    3    3    3    5  999  999
2002  6  8    2    4    4    4    4    4    5    3   10
2002  6  9    2    3    3    4    4    4    5    3   10
2002  6 10    2    3    3    4    5    5    5    3   10
2002  6 11    2    3    3    4    5    5    5    3   10
2002  6 12    2    4    4    5    5    5    5    3   10
2002  6 13    2    6    6    7    4    5    5    3   10
2002  6 14    1    5    5    5    3    5    5  999   10
2002  6 15    1    3    3    4    2    4    4  999    9
2002  6 16    2    2    2    3    2    5    5   14    9
2002  6 17    3    1    1    2    3    5    5    1  999
2002  6 18    2    1    1    2    3    5    5  999  999
2002  6 19    1    1    1    2    3    5    5  999  999
2002  6 20    1    1    1    2    3    5    4  999  999
2002  6 21    1    1    1    2    3    5    4  999  999
2002  6 22    2    1    1    2    4    6    4    4  999
2002  6 23    2    1    1    2    4    5    4    4  999
2002  6 24    5    2    1    2    4    5    4   14  999
2002  6 25    3    1    1    2    3    5    4   15  999
2002  6 26    2    2    2    3    3    4    4   16    9
2002  6 27    2    2    3    4    3    4    4  999    8
2002  6 28    1    2    4    4    3    4    4  999    8
2002  6 29    1    1    2    3    3    4    4  999    8
2002  6 30    1    1    2    3    2    4    4  999  999
2002  7  1    1    1    2    3    3    4    4  999  999
2002  7  2    1    1    2    3    4    4    4  999  999
2002  7  3    1    1    2    3    4    4    4  999  999
2002  7  4    1    1    2    3    4    5    4  999  999
2002  7  5    1    3    3    3    4    5    4  999   11
2002  7  6    1    4    4    4    4    5    4  999   11
2002  7  7    1    4    4    4    4    5    4  999   11
2002  7  8    1    3    3    3    4    5    4  999   11
